lineNumber,colorGrade,leafGrade,stapleCode
12662,31,3,37
12663,31,3,37
12664,31,3,37
12665,31,3,37
12666,31,3,37
12667,31,3,37
12668,31,3,37
12669,31,3,37
12670,31,3,37
12671,31,3,37
12672,31,3,37
12673,31,3,37
12674,31,3,37
12675,31,3,37
12676,31,3,37
12677,31,3,37
12678,31,3,37
12679,31,3,37
12680,31,3,37
12681,31,3,37
12682,31,3,37
12683,31,3,37
12684,31,3,37
12685,31,3,37
12686,31,3,37
12687,31,3,37
12688,31,3,37
12689,31,3,37
12690,31,3,37
12691,31,3,37
12692,31,3,37
12693,31,3,37
12694,31,3,37
12695,21,3,37
12696,21,3,37
12697,21,3,37
12698,21,3,37
12699,21,3,37
12700,21,3,37
12701,21,3,37
12702,21,3,37
12703,21,3,37
12704,21,3,37
12705,21,3,37
12706,21,3,37
12707,21,3,38
12708,21,3,38
12709,21,3,38
12710,21,3,38
12711,21,3,37
12712,21,3,37
12713,21,3,37
12714,21,3,37
12715,21,3,38
12716,21,3,38
12717,21,3,38
12718,21,3,38
12719,21,3,37
12720,21,3,37
12721,21,3,37
12722,21,3,37
12723,21,3,38
12724,21,3,38
12725,31,3,38
12726,31,3,38
12727,31,3,38
12728,31,3,38
12729,31,3,38
12730,31,3,38
12731,31,3,37
12732,31,3,37
12733,31,3,37
12734,31,3,37
12735,31,3,38
12736,31,3,38
12737,31,3,38
12738,31,3,38
12739,31,3,38
12740,31,3,38
12741,31,3,38
12742,31,3,38
12743,31,3,37
12744,31,3,37
12745,31,3,37
12746,31,3,37
12747,31,3,38
12748,31,3,38
12749,31,3,38
12750,21,3,38
12751,21,3,37
12752,21,3,37
12753,21,3,37
12754,21,3,37
12755,21,3,38
12756,21,3,38
12757,21,3,38
12758,21,3,38
12759,21,3,38
12760,21,3,38
12761,21,3,38
12762,21,3,38
12763,21,3,38
12764,21,3,38
12765,21,3,38
12766,21,3,38
12767,21,3,38
12768,21,3,38
12769,21,3,38
12770,21,3,38
12771,21,3,37
12772,21,3,37
12773,21,3,37
12774,21,3,37
12775,21,3,37
12776,21,3,37
12777,21,3,37
12778,21,3,37
12779,21,3,37
12780,21,3,37
12781,21,3,37
12782,21,3,37
12783,21,3,37
12784,21,3,37
12785,21,3,37
12786,21,3,37
12787,21,3,37
12788,21,3,37
12789,21,3,37
12790,21,3,37
12791,21,3,37
12792,21,3,37
12793,21,3,37
12794,21,3,37
12795,21,3,37
12796,21,3,37
12797,21,3,37
12798,21,3,37
12799,21,3,37
12800,21,3,37
12801,21,3,37
12802,21,3,37
12803,21,3,37
12804,21,3,37
12805,21,3,37
12806,21,3,38
12807,21,3,38
12808,21,3,38
12809,21,3,38
12810,21,3,37
12811,21,3,37
12812,21,3,37
12813,21,3,37
12814,21,3,38
12815,21,3,38
12816,21,3,38
12817,21,3,37
12818,31,3,38
12819,31,3,37
12820,31,3,37
12821,31,3,37
12822,11,2,37
12823,11,2,37
12824,11,2,37
12825,11,2,37
12826,11,2,37
12827,31,3,37
12828,31,3,37
12829,31,3,37
12830,31,3,37
12831,31,3,37
12832,31,3,37
12833,31,3,37
12834,31,3,37
12835,31,3,37
12836,31,3,37
12837,31,3,37
12838,31,3,37
12839,31,3,37
12840,31,3,37
12841,21,3,37
12842,21,3,37
12843,21,3,37
12844,21,3,37
12845,21,3,37
12846,31,3,37
12847,31,3,37
12848,31,3,37
12849,31,3,37
12850,31,3,37
12851,31,3,37
12852,31,3,37
12853,31,3,37
12854,31,3,37
12855,31,3,37
12856,31,3,37
12857,31,3,37
12858,31,3,37
12859,31,3,37
12860,31,3,37
12861,31,3,37
12862,31,3,37
12863,31,3,37
12864,31,3,37
12865,31,3,37
12866,31,3,37
12867,31,3,37
12868,31,3,37
12869,31,3,37
12870,31,3,37
12871,31,3,37
12872,31,2,37
12873,31,3,37
12874,31,3,37
12875,31,3,37
12876,31,3,37
12877,31,3,37
12878,31,3,37
12879,31,3,37
12880,31,3,37
12881,31,3,37
12882,31,3,38
12883,31,3,37
12884,31,3,37
12885,31,3,37
12886,31,3,37
12887,31,3,37
12888,31,3,37
12889,31,3,37
12890,31,3,37
12891,31,3,37
12892,31,3,37
12893,31,3,37
12894,31,3,37
12895,31,3,37
12896,31,3,37
12897,31,2,38
12898,31,3,38
12899,31,3,37
12900,31,3,38
12901,31,3,37
12902,31,3,37
12903,31,3,37
12904,31,3,37
12905,31,3,37
12906,31,3,37
12907,31,3,37
12908,31,3,37
12909,31,3,37
12910,31,3,37
12911,31,3,38
12912,31,3,37
12913,31,3,37
12914,31,3,37
12915,31,3,37
12916,31,3,37
12917,31,3,37
12918,31,3,37
12919,31,3,37
12920,31,3,37
12921,31,3,37
12922,31,3,37
12923,31,3,37
12924,31,3,37
12925,31,3,37
12926,31,3,38
12927,31,3,38
12928,31,3,38
12929,31,3,37
12930,31,3,37
12931,31,3,37
12932,31,3,38
12933,31,3,38
12934,31,3,37
12935,31,3,38
12936,31,3,37
12937,21,3,37
12938,31,3,37
12939,31,3,37
12940,31,3,37
12941,31,3,37
12942,31,3,37
12943,31,3,38
12944,31,3,37
12945,31,3,37
12946,31,3,38
12947,31,3,37
12948,31,3,37
12949,31,3,37
12950,31,3,37
12951,31,3,38
12952,31,3,37
12953,31,3,37
12954,31,3,37
12955,31,3,37
12956,31,3,37
12957,31,3,37
12958,31,3,37
12959,31,3,37
12960,31,3,37
12961,31,3,37
12962,31,3,38
12963,31,3,37
12964,31,3,38
12965,31,3,38
12966,31,3,38
12967,31,3,37
12968,31,3,37
12969,31,3,37
12970,31,2,37
12971,31,3,37
12972,31,3,37
12973,31,3,37
12974,31,3,37
12975,31,3,37
12976,31,3,37
12977,31,3,37
12978,31,3,37
12979,31,3,37
12980,31,3,37
12981,31,3,37
12982,31,3,37
12983,31,3,37
12984,31,3,37
12985,21,3,37
12986,31,3,37
12987,31,3,37
12988,31,3,37
12989,31,3,37
12990,31,3,37
12991,31,3,37
12992,31,3,37
12993,31,3,37
12994,31,3,37
12995,31,3,37
12996,31,3,38
12997,31,3,38
12998,31,3,38
12999,31,3,37
13000,31,3,37
13001,31,3,37
13002,31,3,38
13003,31,3,37
13004,31,3,39
13005,31,3,38
13006,31,3,37
13007,31,3,38
13008,31,3,37
13009,31,3,37
13010,31,3,37
13011,31,3,37
13012,31,3,37
13013,31,3,37
13014,31,3,37
13015,31,3,37
13016,31,3,37
13017,31,3,37
13018,31,3,37
13019,31,3,37
13020,31,3,37
13021,31,3,37
13022,31,3,37
13023,31,3,37
13024,31,3,37
13025,31,3,37
13026,31,3,37
13027,31,3,37
13028,31,3,37
13029,31,3,37
13030,31,3,37
13031,31,3,37
13032,31,3,37
13033,31,3,37
13034,31,3,37
13035,31,3,37
13036,31,3,38
13037,31,3,37
13038,31,3,37
13039,31,3,38
13040,31,3,37
13041,31,3,37
13042,31,3,37
13043,31,3,37
13044,31,3,38
13045,31,3,37
13046,31,3,38
13047,31,3,38
13048,31,3,38
13049,31,3,38
13050,31,3,37
13051,31,3,38
13052,31,3,37
13053,31,3,38
13054,31,3,38
13055,31,3,37
13056,31,3,37
13057,31,3,37
13058,31,3,37
13059,31,3,37
13060,31,3,37
13061,31,3,37
13062,31,3,37
13063,31,3,37
13064,31,3,37
13065,31,3,37
13066,31,3,37
13067,31,3,37
13068,31,3,37
13069,31,3,38
13070,31,3,37
13071,31,3,37
13072,31,3,37
13073,31,3,37
13074,31,3,37
13075,31,3,37
13076,31,3,37
13077,31,3,37
13078,31,3,37
13079,31,2,37
13080,31,3,37
13081,31,3,37
13082,31,2,37
13083,31,3,37
13084,31,3,37
13085,31,3,37
13086,31,3,37
13087,31,3,38
13088,31,3,37
13089,31,3,37
13090,31,3,38
13091,31,3,37
13092,31,3,37
13093,31,2,37
13094,31,2,37
13095,31,2,37
13096,31,2,37
13097,31,3,37
13098,31,3,38
13099,31,3,37
13100,31,3,37
13101,31,3,37
13102,31,3,37
13103,31,3,37
13104,31,3,37
13105,31,3,37
13106,31,3,37
13107,31,3,37
13108,31,3,37
13109,31,3,37
13110,31,3,37
13111,31,2,37
13112,31,3,37
13113,31,3,37
13114,31,2,38
13115,31,3,37
13116,31,3,37
13117,31,3,37
13118,31,3,37
13119,31,2,37
13120,31,3,37
13121,31,2,37
13122,31,3,37
13123,31,2,37
13124,31,2,37
13125,31,3,37
13126,31,3,37
13127,31,3,37
13128,31,3,37
13129,31,3,37
13130,31,3,37
13131,31,3,37
13132,31,3,37
13133,31,3,37
13134,31,3,37
13135,31,3,37
13136,31,3,37
13137,31,3,37
13138,31,3,37
13139,31,3,37
13140,31,3,37
13141,31,3,37
13142,31,3,37
13143,31,3,37
13144,31,3,37
13145,31,3,37
13146,31,3,37
13147,31,3,37
13148,31,3,37
13149,31,3,37
13150,31,3,37
13151,31,3,37
13152,31,3,37
13153,31,3,37
13154,31,3,37
13155,31,3,37
13156,31,3,37
13157,31,3,37
13158,31,3,38
13159,31,3,37
13160,31,3,38
13161,31,3,37
13162,31,3,37
13163,31,3,37
13164,31,3,37
13165,31,3,38
13166,31,3,38
13167,31,3,37
13168,31,2,37
13169,31,3,37
13170,31,3,37
13171,31,3,37
13172,31,2,37
13173,31,3,37
13174,31,3,37
13175,31,3,37
13176,31,3,37
13177,31,3,37
13178,31,3,37
13179,31,3,37
13180,31,3,38
13181,31,3,38
13182,31,3,37
13183,31,3,38
13184,31,3,37
13185,31,3,38
13186,31,3,38
13187,31,3,38
13188,31,3,37
13189,31,3,37
13190,31,3,38
13191,31,3,37
13192,31,3,38
13193,31,3,38
13194,31,3,38
13195,31,3,39
13196,31,3,39
13197,21,3,37
13198,31,3,38
13199,21,3,38
13200,31,3,38
13201,31,3,38
13202,31,3,37
13203,31,3,37
13204,31,3,37
13205,31,3,38
13206,31,3,37
13207,31,3,38
13208,31,3,39
13209,31,3,38
13210,31,2,37
13211,31,3,38
13212,21,3,37
13213,31,3,37
13214,21,3,37
13215,31,3,37
13216,21,3,37
13217,21,3,38
13218,31,3,37
13219,31,3,37
13220,31,2,37
13221,31,3,37
13222,31,3,38
13223,31,3,38
13224,31,2,37
13225,31,3,38
13226,31,3,38
13227,31,3,37
13228,31,3,39
13229,31,3,38
13230,31,2,37
13231,31,3,37
13232,21,3,37
13233,21,3,38
13234,31,3,37
13235,31,3,39
13236,31,3,37
13237,31,3,37
13238,31,2,37
13239,31,3,38
13240,31,3,39
13241,31,3,37
13242,31,3,38
13243,31,3,38
13244,31,3,37
13245,21,3,37
13246,31,3,38
13247,31,3,38
13248,31,3,37
13249,31,3,37
13250,31,3,38
13251,31,3,37
13252,31,3,37
13253,31,3,37
13254,31,3,37
13255,31,3,39
13256,31,3,37
13257,31,3,39
13258,31,3,38
13259,31,3,37
13260,21,3,37
13261,31,3,37
13262,31,3,37
13263,31,3,37
13264,31,3,37
13265,31,2,37
13266,31,3,37
13267,31,3,37
13268,31,3,37
13269,31,3,37
13270,31,3,37
13271,21,3,37
13272,21,3,37
13273,31,3,37
13274,31,3,37
13275,31,3,37
13276,31,3,37
13277,31,3,37
13278,31,3,37
13279,31,3,37
13280,31,3,37
13281,31,3,37
13282,31,3,37
13283,31,3,37
13284,31,3,37
13285,31,3,37
13286,31,3,37
13287,31,3,37
13288,31,3,37
13289,31,3,37
13290,31,3,37
13291,31,3,37
13292,31,3,37
13293,31,3,37
13294,31,3,37
13295,31,3,37
13296,31,3,37
13297,31,3,37
13298,31,3,37
13299,31,3,37
13300,31,3,37
13301,31,3,37
13302,31,3,37
13303,31,3,37
13304,31,3,37
13305,31,3,37
13306,31,3,37
13307,31,3,37
13308,31,3,37
13309,31,3,37
13310,31,3,37
13311,31,3,38
13312,31,3,38
13313,31,3,39
13314,31,3,38
13315,31,3,39
13316,31,3,39
13317,31,3,38
13318,31,3,37
13319,31,3,37
13320,31,3,38
13321,31,3,37
13322,31,3,37
13323,31,3,38
13324,31,3,38
13325,31,3,39
13326,31,3,39
13327,31,3,38
13328,31,3,38
13329,31,3,37
13330,31,3,38
13331,31,3,39
13332,31,3,38
13333,31,3,37
13334,31,3,38
13335,31,3,37
13336,31,3,38
13337,31,3,37
13338,31,3,37
13339,31,3,37
13340,31,3,37
13341,31,3,37
13342,31,3,37
13343,31,3,37
13344,31,3,37
13345,31,3,37
13346,31,3,37
13347,31,3,37
13348,31,3,37
13349,31,3,37
13350,31,3,37
13351,31,3,37
13352,31,3,37
13353,31,3,37
13354,31,3,37
13355,31,3,37
13356,31,3,37
13357,31,3,38
13358,31,3,37
13359,31,3,37
13360,31,2,38
13361,31,3,38
13362,31,3,37
13363,31,3,37
13364,31,3,38
13365,31,3,37
13366,31,3,37
13367,31,3,37
13368,31,3,37
13369,31,3,37
13370,31,3,37
13371,31,3,37
13372,31,3,37
13373,31,3,37
13374,31,3,37
13375,31,3,37
13376,31,3,37
13377,41,4,35
13378,41,4,35
13379,31,3,35
13380,41,4,36
13381,41,4,36
13382,41,4,35
13383,41,4,36
13384,41,4,36
13385,41,4,35
13386,41,4,36
13387,41,4,35
13388,31,3,35
13389,31,3,35
13390,31,3,34
13391,41,4,35
13392,41,4,35
13393,41,4,35
13394,41,4,35
13395,41,3,35
13396,41,4,35
13397,41,3,35
13398,41,3,35
13399,41,4,35
13400,41,4,35
13401,31,3,35
13402,31,3,34
13403,41,4,35
13404,41,4,35
13405,41,4,34
13406,31,4,35
13407,41,4,35
13408,31,3,35
13409,31,3,35
13410,41,4,35
13411,31,3,35
13412,31,3,35
13413,31,3,34
13414,41,4,35
13415,31,4,35
13416,41,3,35
13417,31,3,35
13418,41,4,35
13419,41,4,35
13420,31,3,35
13421,41,3,35
13422,31,3,35
13423,31,3,35
13424,31,3,35
13425,41,4,35
13426,31,3,35
13427,31,3,35
13428,41,4,35
13429,31,4,35
13430,31,4,35
13431,41,4,34
13432,41,4,35
13433,41,4,34
13434,41,4,37
13435,41,4,35
13436,41,3,35
13437,41,4,35
13438,41,4,34
13439,41,3,35
13440,41,4,35
13441,41,4,35
13442,41,3,35
13443,41,3,34
13444,31,3,35
13445,31,4,38
13446,41,3,37
13447,41,4,35
13448,31,2,35
13449,31,3,35
13450,31,2,35
13451,31,3,35
13452,31,5,38
13453,41,3,35
13454,31,3,35
13455,31,3,35
13456,31,3,35
13457,31,2,35
13458,31,3,35
13459,31,3,35
13460,41,3,35
13461,41,3,35
13462,41,4,35
13463,31,4,35
13464,31,4,35
13465,41,4,35
13466,41,4,35
13467,31,4,35
13468,31,4,35
13469,41,4,35
13470,31,3,35
13471,31,3,35
13472,31,4,35
13473,31,3,35
13474,31,4,35
13475,31,3,35
13476,31,3,35
13477,31,4,35
13478,31,4,35
13479,31,4,35
13480,41,5,37
13481,41,4,35
13482,41,4,37
13483,41,3,35
13484,31,4,35
13485,31,4,35
13486,31,4,35
13487,41,4,35
13488,31,3,35
13489,31,4,35
13490,41,5,37
13491,41,3,37
13492,41,4,35
13493,31,4,35
13494,31,4,35
13495,41,4,35
13496,41,4,35
13497,41,4,35
13498,41,4,35
13499,41,4,35
13500,31,4,35
13501,31,4,35
13502,41,4,34
13503,41,4,35
13504,41,4,37
13505,31,4,39
13506,41,4,39
13507,41,4,38
13508,41,4,38
13509,41,4,37
13510,41,5,37
13511,41,5,37
13512,41,4,37
13513,41,4,37
13514,31,4,37
13515,41,5,37
13516,41,5,37
13517,41,4,37
13518,41,5,37
13519,31,3,35
13520,31,3,35
13521,31,3,35
13522,31,2,35
13523,31,2,34
13524,31,2,35
13525,31,2,34
13526,31,2,34
13527,31,2,34
13528,31,2,35
13529,31,3,35
13530,31,2,35
13531,31,3,35
13532,31,3,35
13533,31,3,35
13534,31,3,35
13535,31,3,35
13536,31,3,35
13537,31,3,35
13538,31,2,35
13539,31,2,35
13540,31,2,35
13541,31,3,35
13542,31,2,35
13543,31,3,35
13544,31,2,35
13545,31,3,35
13546,31,3,35
13547,31,3,35
13548,31,3,35
13549,31,3,35
13550,31,3,35
13551,31,3,35
13552,31,4,38
13553,31,4,37
13554,31,4,38
13555,41,4,38
13556,31,3,38
13557,41,5,37
13558,41,4,37
13559,41,4,37
13560,41,4,37
13561,41,4,37
13562,41,4,37
13563,41,4,37
13564,31,3,34
13565,31,3,34
13566,31,3,35
13567,31,2,35
13568,31,2,35
13569,31,3,35
13570,31,3,35
13571,31,3,35
13572,31,3,34
13573,31,2,35
13574,31,2,35
13575,31,2,35
13576,31,3,35
13577,31,2,35
13578,31,2,35
13579,31,2,35
13580,31,2,35
13581,31,3,35
13582,31,2,35
13583,31,3,35
13584,31,3,35
13585,31,3,35
13586,31,3,35
13587,31,3,35
13588,31,3,35
13589,31,3,35
13590,31,3,35
13591,31,3,35
13592,31,3,35
13593,31,3,35
13594,31,3,35
13595,31,3,35
13596,31,3,35
13597,31,3,35
13598,31,2,35
13599,31,3,35
13600,31,3,35
13601,31,3,35
13602,31,2,35
13603,31,3,35
13604,31,3,35
13605,31,2,35
13606,31,2,35
13607,31,1,34
13608,31,2,35
13609,31,3,35
13610,31,3,35
13611,31,3,35
13612,31,2,35
13613,31,2,35
13614,31,2,35
13615,31,2,35
13616,31,2,35
13617,31,3,35
13618,31,2,35
13619,31,2,35
13620,31,3,35
13621,31,3,35
13622,31,3,35
13623,31,3,35
13624,31,3,35
13625,31,3,35
13626,31,3,35
13627,31,3,35
13628,31,3,35
13629,31,3,35
13630,31,3,35
13631,31,3,35
13632,31,2,35
13633,31,3,35
13634,31,3,35
13635,31,3,35
13636,31,3,35
13637,31,3,35
13638,31,3,34
13639,31,3,35
13640,31,3,34
13641,41,4,35
13642,41,4,35
13643,41,4,35
13644,41,4,35
13645,31,3,35
13646,41,3,35
13647,41,4,35
13648,41,3,35
13649,41,4,35
13650,41,3,35
13651,41,3,35
13652,31,3,35
13653,31,3,35
13654,31,3,35
13655,31,3,34
13656,41,4,35
13657,41,4,35
13658,41,3,34
13659,41,4,34
13660,41,3,34
13661,41,4,34
13662,41,4,34
13663,41,4,34
13664,41,3,34
13665,41,4,35
13666,41,3,34
13667,41,4,34
13668,41,3,34
13669,31,4,34
13670,41,4,34
13671,41,4,34
13672,41,4,34
13673,31,4,34
13674,41,4,34
13675,41,4,35
13676,41,4,34
13677,41,4,34
13678,41,4,34
13679,31,4,34
13680,31,4,34
13681,31,4,34
13682,41,4,35
13683,41,4,35
13684,41,4,35
13685,41,4,35
13686,41,4,34
13687,41,4,34
13688,31,4,34
13689,41,4,33
13690,41,4,34
13691,31,4,34
13692,31,4,34
13693,41,4,35
13694,41,4,34
13695,41,4,34
13696,41,4,34
13697,41,4,35
13698,41,4,34
13699,41,3,35
13700,41,4,35
13701,41,3,35
13702,41,4,34
13703,41,4,34
13704,41,4,35
13705,41,4,35
13706,41,3,35
13707,31,4,35
13708,31,4,34
13709,41,4,34
13710,31,3,33
13711,31,4,33
13712,31,3,33
13713,31,4,33
13714,31,4,34
13715,31,4,34
13716,31,4,34
13717,31,4,34
13718,31,3,35
13719,31,4,34
13720,31,4,35
13721,31,4,37
13722,31,4,34
13723,41,4,34
13724,31,4,34
13725,31,4,35
13726,41,4,35
13727,41,3,35
13728,41,4,37
13729,41,4,38
13730,41,3,39
13731,41,5,39
13732,41,5,38
13733,41,3,37
13734,31,4,36
13735,41,4,38
13736,31,4,37
13737,41,3,39
13738,31,4,37
13739,31,2,35
13740,31,3,35
13741,31,2,35
13742,31,3,35
13743,21,2,35
13744,31,3,35
13745,31,2,35
13746,31,2,35
13747,41,5,37
13748,41,4,35
13749,41,4,35
13750,41,4,37
13751,31,3,37
13752,31,4,37
13753,41,4,35
13754,41,4,35
13755,41,3,35
13756,41,5,37
13757,41,4,35
13758,41,4,37
13759,31,4,35
13760,31,4,35
13761,31,3,35
13762,31,3,35
13763,31,3,35
13764,31,3,35
13765,31,3,35
13766,21,3,35
13767,31,3,35
13768,31,3,35
13769,31,3,35
13770,31,4,36
13771,41,4,37
13772,41,4,37
13773,41,4,34
13774,41,4,34
13775,41,5,37
13776,41,3,34
13777,31,4,35
13778,31,3,35
13779,41,4,35
13780,41,4,35
13781,41,5,36
13782,41,5,36
13783,41,5,36
13784,41,4,37
13785,41,5,37
13786,41,4,36
13787,41,3,36
13788,31,4,36
13789,31,4,37
13790,41,4,37
13791,41,4,36
13792,41,5,36
13793,31,3,34
13794,31,3,34
13795,31,3,34
13796,31,3,35
13797,41,4,35
13798,31,3,35
13799,31,3,35
13800,41,3,35
13801,31,3,35
13802,31,3,35
13803,31,2,35
13804,41,4,35
13805,41,4,35
13806,41,4,35
13807,41,4,35
13808,41,4,35
13809,41,4,35
13810,41,4,35
13811,31,3,35
13812,41,4,35
13813,31,3,35
13814,31,3,35
13815,31,2,34
13816,31,3,35
13817,31,2,35
13818,31,2,34
13819,31,2,35
13820,31,2,35
13821,31,2,34
13822,31,2,34
13823,31,2,34
13824,31,2,35
13825,31,2,35
13826,31,2,34
13827,31,2,35
13828,31,2,34
13829,31,2,35
13830,31,2,34
13831,31,2,35
13832,31,2,34
13833,31,3,35
13834,31,2,35
13835,31,2,35
13836,31,3,34
13837,31,2,34
13838,31,3,35
13839,31,3,35
13840,31,3,35
13841,31,3,35
13842,31,2,35
13843,31,2,35
13844,31,3,34
13845,31,3,35
13846,31,2,35
13847,31,3,35
13848,31,3,35
13849,31,3,35
13850,31,3,35
13851,31,2,34
13852,31,3,35
13853,31,2,35
13854,31,2,35
13855,31,3,34
13856,31,3,36
13857,31,3,35
13858,31,3,34
13859,31,3,34
13860,31,4,35
13861,31,4,37
13862,41,4,37
13863,41,5,37
13864,41,4,37
13865,41,5,38
13866,31,3,34
13867,31,3,34
13868,31,2,34
13869,31,2,34
13870,31,3,34
13871,31,2,35
13872,31,3,35
13873,31,3,35
13874,31,3,35
13875,31,3,34
13876,31,3,34
13877,31,3,34
13878,31,3,34
13879,31,4,33
13880,31,3,34
13881,31,3,34
13882,31,4,34
13883,31,3,34
13884,31,3,35
13885,31,3,35
13886,31,3,34
13887,31,3,34
13888,31,3,35
13889,31,2,35
13890,31,2,35
13891,31,3,34
13892,31,3,35
13893,31,2,35
13894,31,3,35
13895,31,2,35
13896,41,2,35
13897,31,2,35
13898,31,2,35
13899,31,2,35
13900,31,2,35
13901,31,3,34
13902,31,3,34
13903,31,3,34
13904,31,3,34
13905,31,3,35
13906,41,3,34
13907,41,4,36
13908,31,3,34
13909,31,3,34
13910,41,4,36
13911,31,4,34
13912,31,4,35
13913,31,4,35
13914,31,4,35
13915,31,4,34
13916,31,4,35
13917,41,4,35
13918,31,4,35
13919,41,4,35
13920,31,4,35
13921,41,4,34
13922,41,4,35
13923,31,4,35
13924,41,4,35
13925,31,3,34
13926,41,4,35
13927,41,4,35
13928,41,4,35
13929,41,4,34
13930,31,3,35
13931,31,4,35
13932,41,4,35
13933,41,4,36
13934,41,4,35
13935,41,4,35
13936,31,4,35
13937,41,5,36
13938,41,4,35
13939,41,4,34
13940,41,5,37
13941,31,4,37
13942,31,4,37
13943,31,4,38
13944,31,4,37
13945,31,4,37
13946,31,2,35
13947,41,3,35
13948,41,4,35
13949,41,4,34
13950,41,4,35
13951,31,3,34
13952,41,4,36
13953,41,4,35
13954,41,3,35
13955,41,4,35
13956,41,4,35
13957,41,4,35
13958,41,4,35
13959,41,3,34
13960,41,3,34
13961,41,4,35
13962,41,4,35
13963,41,4,35
13964,41,3,34
13965,41,4,34
13966,41,4,35
13967,41,4,34
13968,41,4,35
13969,41,4,34
13970,41,4,35
13971,41,4,34
13972,41,3,35
13973,31,3,34
13974,31,4,34
13975,31,4,35
13976,41,4,35
13977,31,4,35
13978,41,4,35
13979,31,3,35
13980,31,4,35
13981,31,3,35
13982,31,3,35
13983,31,3,34
13984,31,3,34
13985,31,4,34
13986,31,4,34
13987,31,4,34
13988,31,4,35
13989,31,4,35
13990,31,3,35
13991,31,4,35
13992,31,3,34
13993,31,3,35
13994,31,3,34
13995,31,3,35
13996,31,3,34
13997,31,4,34
13998,31,3,35
13999,31,3,34
14000,31,3,34
14001,31,3,34
14002,31,3,34
14003,31,3,34
14004,31,3,35
14005,31,3,34
14006,31,3,35
14007,31,3,35
14008,31,3,34
14009,31,3,34
14010,31,3,34
14011,31,3,34
14012,41,3,35
14013,41,3,35
14014,41,4,35
14015,41,4,35
14016,41,4,34
14017,41,4,34
14018,41,3,35
14019,41,3,35
14020,41,4,35
14021,41,4,35
14022,41,3,35
14023,41,3,35
14024,41,4,35
14025,41,3,35
14026,41,3,35
14027,41,3,35
14028,41,3,35
14029,41,3,35
14030,31,3,34
14031,41,3,35
14032,31,3,35
14033,31,3,35
14034,31,2,35
14035,31,3,35
14036,31,3,35
14037,31,2,34
14038,31,2,35
14039,31,3,35
14040,41,3,35
14041,41,3,35
14042,41,3,35
14043,31,3,35
14044,31,3,35
14045,41,3,35
14046,41,3,35
14047,41,4,35
14048,31,3,35
14049,31,3,35
14050,31,2,35
14051,31,3,35
14052,31,2,35
14053,31,3,35
14054,31,3,35
14055,31,3,35
14056,31,3,35
14057,31,3,35
14058,41,3,35
14059,31,3,35
14060,41,4,35
14061,31,3,35
14062,31,3,35
14063,31,3,35
14064,31,3,35
14065,31,2,35
14066,31,3,35
14067,31,2,35
14068,31,3,35
14069,31,3,35
14070,31,3,35
14071,31,3,35
14072,31,3,35
14073,31,2,35
14074,41,4,35
14075,31,3,34
14076,31,3,34
14077,31,3,34
14078,31,2,35
14079,31,2,35
14080,31,3,34
14081,31,2,35
14082,31,3,34
14083,41,4,35
14084,41,4,35
14085,41,3,35
14086,41,4,35
14087,31,3,35
14088,31,3,35
14089,31,2,34
14090,31,3,34
14091,31,3,34
14092,31,2,34
14093,31,2,34
14094,41,3,35
14095,41,4,35
14096,41,5,35
14097,41,4,36
14098,41,5,37
14099,41,5,36
14100,41,5,36
14101,41,5,38
14102,41,5,36
14103,41,5,36
14104,41,4,37
14105,41,4,36
14106,31,4,36
14107,31,4,38
14108,31,3,36
14109,41,5,36
14110,31,4,36
14111,31,3,35
14112,31,2,35
14113,31,2,34
14114,31,3,35
14115,31,3,35
14116,31,2,34
14117,31,2,34
14118,31,2,35
14119,31,3,35
14120,31,3,35
14121,31,3,35
14122,31,2,35
14123,41,4,37
14124,41,4,35
14125,41,4,36
14126,41,4,36
14127,41,4,36
14128,41,4,37
14129,41,4,37
14130,41,4,36
14131,41,4,36
14132,41,4,36
14133,41,4,36
14134,41,3,35
14135,31,3,34
14136,31,3,35
14137,41,4,36
14138,41,4,36
14139,41,4,35
14140,41,4,35
14141,41,4,35
14142,41,4,35
14143,41,3,35
14144,41,3,35
14145,41,5,36
14146,41,5,35
14147,41,5,37
14148,41,5,36
14149,41,5,36
14150,41,5,36
14151,41,4,36
14152,41,5,35
14153,41,5,36
14154,41,5,36
14155,41,5,37
14156,41,5,36
14157,41,5,36
14158,41,5,37
14159,41,5,36
14160,41,5,37
14161,41,5,36
14162,41,5,37
14163,41,5,36
14164,41,5,36
14165,41,5,36
14166,41,5,35
14167,41,5,35
14168,41,5,37
14169,41,5,36
14170,41,5,36
14171,41,5,37
14172,41,5,36
14173,41,5,37
14174,41,5,37
14175,41,5,36
14176,41,5,36
14177,41,5,36
14178,41,5,37
14179,41,5,37
14180,41,5,36
14181,41,3,35
14182,41,5,37
14183,41,5,37
14184,41,5,36
14185,41,5,36
14186,41,3,36
14187,41,3,35
14188,41,5,36
14189,41,5,37
14190,41,5,36
14191,41,5,36
14192,41,3,36
14193,41,4,36
14194,41,5,36
14195,41,5,37
14196,41,5,36
14197,41,5,36
14198,41,5,36
14199,41,5,37
14200,41,5,37
14201,41,4,36
14202,41,4,37
14203,41,4,37
14204,41,5,36
14205,41,4,37
14206,41,4,35
14207,41,4,37
14208,41,4,37
14209,41,4,36
14210,41,4,37
14211,41,5,37
14212,41,4,37
14213,41,4,37
